experience,country,education,languages,frameworks,company_size,salary_usd
30,USA,Some College,"Rust, Rust","Laravel, Laravel",51-200,205325
23,Canada,Masters,"Java, Go","Angular, Ruby on Rails",11-50,116271
5,Japan,Bachelors,"Rust, Ruby","Flask, Django",11-50,58306
19,Australia,Masters,"JavaScript, PHP","Express, Express",5000+,151916
39,Germany,Bachelors,"Swift, Python","Flask, Django",1001-5000,200379
23,Japan,Bachelors,"Rust, C++","React, Laravel",1-10,96808
23,Germany,Masters,"C#, Java","Ruby on Rails, Angular",51-200,145365
4,Japan,High School,"C++, Rust","Spring, Flask",201-1000,73808
23,USA,Bachelors,"Rust, Ruby","Flask, React",1-10,141238
6,UK,Bachelors,"JavaScript, C++","Ruby on Rails, Angular",201-1000,75548
23,Australia,Bachelors,"PHP, JavaScript","Express, Spring",51-200,110349
0,USA,Bachelors,"PHP, Python","Flask, Ruby on Rails",201-1000,94767
27,Canada,Bachelors,"Python, Rust","Django, Ruby on Rails",1001-5000,118606
33,UK,Some College,"Python, C++","Angular, Angular",5000+,191325
7,Germany,Bachelors,"Ruby, C++","React, Angular",1-10,74296
5,USA,Bachelors,"Rust, C++","Ruby on Rails, Spring",5000+,129707
3,USA,Masters,"C#, C#","Ruby on Rails, Spring",5000+,108657
4,Singapore,Masters,"Python, PHP","Angular, Laravel",11-50,66851
13,Japan,Masters,"Swift, PHP","Ruby on Rails, Spring",1-10,114153
33,UK,Bachelors,"C++, C#","Angular, Ruby on Rails",201-1000,141758
20,USA,High School,"Python, Rust","ASP.NET, Express",1001-5000,137958
2,India,Masters,"Java, Go","Ruby on Rails, Flask",11-50,28396
26,UK,Bachelors,"Rust, JavaScript","Vue, ASP.NET",1-10,135546
32,India,Masters,"Go, C++","Django, Angular",1-10,130770
19,USA,Bachelors,"C++, JavaScript","React, ASP.NET",1-10,129897
22,Canada,Bachelors,"Swift, Ruby","React, Angular",51-200,107955
10,Australia,Masters,"Rust, C#","Spring, React",201-1000,78798
17,Brazil,Bachelors,"Swift, C++","Vue, Spring",201-1000,97120
13,Australia,Some College,"Swift, Rust","Laravel, Django",201-1000,71967
31,Canada,High School,"Swift, C#","Express, Ruby on Rails",11-50,126574
32,Japan,Masters,"Ruby, JavaScript","Django, Vue",201-1000,182080
1,Japan,Bachelors,"Ruby, C++","React, Spring",11-50,49917
7,USA,Masters,"Rust, Rust","Spring, Laravel",11-50,141421
12,Germany,Bachelors,"Python, Swift","Ruby on Rails, Spring",201-1000,107446
20,USA,Bachelors,"Swift, Java","Spring, React",5000+,163354
27,USA,Bachelors,"PHP, JavaScript","Vue, Flask",51-200,155238
35,USA,Masters,"Java, Python","Express, ASP.NET",5000+,230082
28,India,Masters,"C#, PHP","Angular, Ruby on Rails",1-10,104498
0,Canada,Masters,"Go, Ruby","Laravel, Spring",1001-5000,78947
20,Canada,Masters,"Swift, Rust","Ruby on Rails, Ruby on Rails",1001-5000,135109
20,India,Bachelors,"PHP, PHP","Ruby on Rails, Angular",5000+,97592
27,USA,Masters,"JavaScript, C++","Express, Express",1-10,182534
13,Canada,Bachelors,"Rust, C#","Ruby on Rails, Spring",201-1000,96830
14,Germany,Some College,"Go, Java","React, ASP.NET",5000+,101021
6,Australia,Masters,"C++, Ruby","Express, Spring",51-200,91306
33,India,Bachelors,"Python, PHP","Angular, Angular",51-200,119226
20,Japan,Masters,"C#, Go","Flask, Angular",201-1000,106264
14,Germany,Masters,"Python, C++","Ruby on Rails, Express",201-1000,109687
5,UK,Some College,"PHP, JavaScript","Flask, Ruby on Rails",201-1000,68279
4,USA,PhD,"C#, Ruby","Express, Express",51-200,98068
2,Germany,Bachelors,"JavaScript, Swift","Vue, Spring",1-10,75071
15,USA,Some College,"Python, Ruby","Angular, Spring",1-10,155252
32,Germany,Masters,"PHP, Python","Vue, Django",1001-5000,150724
15,USA,Bachelors,"PHP, C++","Laravel, React",1-10,121565
38,Germany,Masters,"Swift, C++","Django, Ruby on Rails",1-10,165686
7,UK,Bachelors,"Rust, Java","Ruby on Rails, Flask",1001-5000,87203
35,UK,Some College,"Rust, Rust","Angular, Angular",11-50,182870
39,Singapore,Bachelors,"Python, C++","React, Express",11-50,151864
28,USA,Masters,"Java, Swift","Ruby on Rails, Angular",201-1000,189971
13,USA,Masters,"C#, Ruby","Ruby on Rails, ASP.NET",51-200,162550
25,USA,Masters,"C++, Go","Angular, Ruby on Rails",5000+,206998
10,India,Masters,"Python, Go","Express, ASP.NET",5000+,74668
17,USA,Masters,"Swift, JavaScript","ASP.NET, Django",201-1000,148734
2,UK,Bachelors,"Python, Python","ASP.NET, Laravel",5000+,85026
3,Canada,Bachelors,"PHP, Python","Vue, ASP.NET",1001-5000,76304
28,USA,Bachelors,"Python, Swift","Angular, Flask",51-200,184681
20,UK,Bachelors,"Rust, Java","Flask, Flask",1-10,103876
37,USA,Masters,"Java, PHP","Vue, Angular",1-10,236235
2,USA,Masters,"Swift, Swift","Laravel, Laravel",201-1000,94587
0,UK,Masters,"Java, C++","Vue, Vue",201-1000,62504
25,USA,Bachelors,"Ruby, PHP","Flask, Ruby on Rails",1001-5000,167908
14,Canada,Bachelors,"C++, Rust","Laravel, Flask",11-50,108574
12,Canada,High School,"PHP, Swift","Express, Django",51-200,85376
37,USA,Masters,"PHP, JavaScript","Express, Laravel",5000+,210474
27,UK,Some College,"C++, Java","Angular, Angular",201-1000,118467
23,USA,Bachelors,"Swift, Python","Django, Laravel",11-50,179816
30,USA,Bachelors,"Ruby, Java","Spring, Spring",11-50,146268
36,USA,Bachelors,"JavaScript, Rust","Angular, Express",51-200,172232
18,USA,PhD,"Go, PHP","Django, Django",5000+,158849
12,USA,Masters,"PHP, C++","Flask, React",201-1000,111616
25,Canada,Bachelors,"Go, Ruby","Vue, Laravel",11-50,127053
7,Singapore,Masters,"JavaScript, PHP","Ruby on Rails, Ruby on Rails",11-50,74851
15,Germany,Bachelors,"Go, Go","React, React",5000+,106392
40,Australia,Masters,"Swift, Go","Angular, Flask",51-200,203527
37,France,PhD,"Go, C++","React, React",1001-5000,168058
39,USA,Bachelors,"PHP, C#","React, React",1-10,244556
31,USA,Bachelors,"Swift, Go","Spring, ASP.NET",5000+,181768
1,Australia,Bachelors,"Rust, Rust","Vue, Django",1001-5000,53397
15,USA,Bachelors,"JavaScript, Java","Express, React",1001-5000,119894
5,USA,Masters,"Swift, Java","Spring, Laravel",51-200,100078
15,Germany,Masters,"C++, Rust","Ruby on Rails, Vue",1-10,133868
32,USA,Bachelors,"JavaScript, PHP","Flask, Flask",1-10,212597
0,Brazil,Bachelors,"C++, Swift","React, Vue",1001-5000,41671
37,Singapore,Bachelors,"JavaScript, Python","Angular, Django",11-50,138592
35,USA,Bachelors,"Python, C#","Django, Laravel",11-50,230995
1,Australia,Bachelors,"Rust, Python","Spring, Laravel",1001-5000,42600
31,UK,High School,"C++, Python","Express, ASP.NET",1001-5000,123208
28,USA,Masters,"Python, Go","Spring, ASP.NET",5000+,197699
30,USA,Bachelors,"Go, C#","ASP.NET, Django",201-1000,147935
38,USA,Bachelors,"Python, Java","Laravel, React",5000+,189225
40,France,Bachelors,"C#, Rust","Ruby on Rails, Ruby on Rails",51-200,150916
38,Germany,Bachelors,"Java, Java","Ruby on Rails, Flask",201-1000,199706
1,Australia,High School,"Ruby, Python","Ruby on Rails, Spring",5000+,57206
31,USA,Some College,"Swift, Python","Ruby on Rails, React",5000+,183597
14,Germany,Masters,"PHP, C#","React, Ruby on Rails",1-10,98463
20,UK,Bachelors,"Rust, C#","Angular, Flask",11-50,117015
36,France,Some College,"Swift, Go","Django, Vue",1001-5000,133255
0,USA,Masters,"Python, Swift","Flask, ASP.NET",5000+,113411
30,France,Masters,"Go, Rust","Vue, Flask",201-1000,170632
13,India,High School,"Go, Java","Angular, Angular",51-200,52270
26,USA,Bachelors,"Python, Go","Angular, Express",5000+,167956
15,Germany,Bachelors,"PHP, Java","Laravel, Angular",1001-5000,87887
38,Brazil,Bachelors,"Swift, Java","Ruby on Rails, Spring",11-50,166409
34,Germany,Bachelors,"Rust, Python","Express, React",201-1000,161735
13,USA,Masters,"Go, Swift","Flask, Django",5000+,161793
16,UK,Bachelors,"Ruby, C++","ASP.NET, Flask",201-1000,111910
11,USA,Bachelors,"Python, Rust","Vue, Laravel",1-10,105967
14,UK,PhD,"C#, Go","Express, Django",1001-5000,107106
9,Canada,Bachelors,"Rust, Python","Express, React",5000+,115186
36,USA,Bachelors,"JavaScript, Go","Express, Ruby on Rails",5000+,243239
12,USA,Bachelors,"Go, Ruby","Vue, ASP.NET",1-10,140472
8,Germany,Some College,"Ruby, PHP","Ruby on Rails, Angular",51-200,85096
37,USA,Masters,"Go, JavaScript","Express, Laravel",201-1000,210021
17,USA,High School,"C#, Rust","Flask, Flask",5000+,153622
38,India,Masters,"Go, Python","Laravel, Spring",1-10,114584
25,Germany,Masters,"Python, Go","Vue, Django",51-200,152842
19,France,High School,"PHP, Rust","Angular, Laravel",201-1000,115112
34,USA,Masters,"C++, JavaScript","Laravel, Flask",5000+,224196
13,Brazil,Masters,"Go, C#","Express, Laravel",201-1000,84221
33,Japan,Bachelors,"Java, Java","Ruby on Rails, Flask",1-10,127505
23,Germany,Bachelors,"C++, JavaScript","Ruby on Rails, Flask",11-50,130979
2,USA,Some College,"C++, Rust","Express, Flask",11-50,95933
20,Japan,Some College,"Ruby, JavaScript","Django, Flask",11-50,118265
18,India,Bachelors,"Go, C++","Laravel, Ruby on Rails",201-1000,81064
34,USA,Masters,"JavaScript, Rust","Vue, Django",5000+,223520
36,USA,Bachelors,"Swift, Rust","Laravel, Vue",51-200,236579
4,Canada,High School,"Swift, Python","Ruby on Rails, Ruby on Rails",1001-5000,82238
1,Germany,PhD,"Python, PHP","Vue, Spring",51-200,90331
25,UK,PhD,"C#, Java","ASP.NET, React",51-200,137655
27,USA,Bachelors,"Java, C++","Ruby on Rails, Express",1-10,202011
29,Australia,Masters,"Rust, JavaScript","ASP.NET, React",51-200,165320
30,Australia,Bachelors,"Java, PHP","Laravel, Django",201-1000,157334
38,USA,Bachelors,"Go, PHP","ASP.NET, ASP.NET",1001-5000,202994
24,USA,Bachelors,"Python, Python","Spring, Spring",11-50,152275
38,India,Bachelors,"PHP, C#","React, ASP.NET",1-10,126256
40,UK,Bachelors,"Rust, PHP","Flask, Vue",5000+,174814
27,Germany,Bachelors,"PHP, C++","Spring, Express",5000+,185095
38,USA,Masters,"PHP, C#","React, Express",201-1000,239184
31,USA,Bachelors,"C++, Rust","Angular, Angular",1-10,166752
37,USA,High School,"Java, Go","Spring, Django",1-10,168754
20,Australia,PhD,"Rust, JavaScript","Spring, Ruby on Rails",201-1000,148976
30,USA,Some College,"JavaScript, JavaScript","Vue, Vue",1-10,169257
11,USA,Some College,"Ruby, C#","Express, Express",1001-5000,98462
37,France,Masters,"Java, C#","Express, Flask",5000+,171793
25,Canada,High School,"C#, PHP","ASP.NET, Spring",51-200,115201
25,Australia,Bachelors,"Rust, Rust","Flask, Ruby on Rails",51-200,110903
1,USA,Masters,"Swift, Rust","Express, ASP.NET",51-200,87051
22,USA,Bachelors,"Java, C#","React, Django",201-1000,170346
8,Germany,Masters,"C#, Ruby","Django, Vue",51-200,76306
7,Japan,Bachelors,"Swift, Swift","Express, Flask",11-50,66843
22,India,Masters,"C++, C++","Laravel, Ruby on Rails",51-200,77023
39,Germany,Bachelors,"Java, C++","React, ASP.NET",11-50,205219
8,Germany,Masters,"C++, C#","Laravel, Vue",51-200,78463
18,USA,Some College,"Python, Rust","Vue, React",11-50,145110
26,India,Some College,"PHP, Swift","Spring, Ruby on Rails",201-1000,110139
26,USA,Bachelors,"C#, Rust","Angular, React",1-10,167238
28,Germany,Bachelors,"Swift, Ruby","Ruby on Rails, Django",1-10,127267
12,Canada,Bachelors,"C#, Ruby","Flask, Angular",201-1000,80365
32,Japan,Bachelors,"Rust, Java","Flask, Flask",201-1000,157132
10,USA,Masters,"Java, Swift","Spring, ASP.NET",51-200,142361
16,France,Bachelors,"Python, Swift","Ruby on Rails, Vue",1001-5000,91817
39,USA,High School,"Python, C#","Django, Django",5000+,178513
26,Canada,High School,"Go, Rust","Flask, Express",1-10,138773
1,UK,Masters,"C++, C#","ASP.NET, Spring",1001-5000,81395
3,India,Bachelors,"C++, Go","ASP.NET, Spring",11-50,21002
7,Australia,Bachelors,"Swift, PHP","Laravel, Vue",1-10,68394
7,USA,Bachelors,"Go, PHP","Express, Angular",201-1000,112502
7,USA,Bachelors,"Swift, C#","React, Spring",51-200,124378
28,Singapore,Masters,"Java, Swift","Express, Laravel",5000+,167837
22,USA,Bachelors,"Python, Ruby","Flask, ASP.NET",51-200,150865
37,USA,Bachelors,"JavaScript, C++","Laravel, ASP.NET",51-200,164551
29,Canada,Bachelors,"Go, PHP","React, Angular",1001-5000,141020
33,India,PhD,"Ruby, Ruby","ASP.NET, Laravel",51-200,157696
3,Canada,Masters,"PHP, Python","Angular, Laravel",1-10,83543
6,Canada,Masters,"C#, Go","Laravel, Django",1-10,94039
2,USA,PhD,"Ruby, Rust","Laravel, Ruby on Rails",5000+,138257
8,India,Some College,"Go, Go","Vue, Django",51-200,36185
0,USA,Bachelors,"PHP, PHP","Spring, Flask",11-50,83473
25,USA,Masters,"Python, Java","Angular, Spring",5000+,191142
37,Canada,Bachelors,"Java, Rust","Spring, Angular",201-1000,155424
32,Singapore,Bachelors,"Java, Ruby","Express, Spring",51-200,160859
27,USA,Some College,"Swift, Swift","ASP.NET, Laravel",201-1000,199115
32,Canada,Bachelors,"Swift, JavaScript","Ruby on Rails, Flask",201-1000,143393
22,Germany,High School,"Python, Go","Django, Angular",1001-5000,136509
18,USA,Masters,"Swift, Rust","Express, ASP.NET",201-1000,139352
5,USA,Bachelors,"PHP, C#","Vue, React",51-200,101229
3,UK,Masters,"Go, Go","Vue, Django",201-1000,63410
40,USA,Masters,"Rust, C++","Vue, Laravel",5000+,268634
16,UK,Bachelors,"PHP, JavaScript","Django, React",51-200,87210
30,France,Bachelors,"Java, C++","ASP.NET, Spring",5000+,165036
37,India,Masters,"JavaScript, JavaScript","Laravel, ASP.NET",11-50,157326
35,Germany,Masters,"Go, Rust","Spring, Spring",5000+,202759
18,Canada,Bachelors,"Java, C++","Django, Vue",5000+,141614
21,USA,Bachelors,"Python, Java","Ruby on Rails, React",51-200,138060
7,Australia,Masters,"Java, Rust","Vue, Django",1001-5000,91902
14,Brazil,Masters,"JavaScript, JavaScript","ASP.NET, ASP.NET",1-10,87726
30,Germany,Masters,"Swift, Java","Laravel, Vue",1-10,177192
26,Canada,Some College,"Ruby, Go","Flask, React",1001-5000,159607
36,France,Bachelors,"C#, PHP","React, Flask",1-10,141861
7,Canada,Bachelors,"PHP, C#","Laravel, Ruby on Rails",1001-5000,71814
1,India,Bachelors,"Go, JavaScript","React, Spring",201-1000,17881
28,UK,Masters,"Swift, Rust","Laravel, Express",1-10,151349
3,Australia,Bachelors,"Go, Python","Laravel, Express",1-10,52164
4,Australia,Masters,"C++, JavaScript","Ruby on Rails, Angular",1001-5000,84184
28,UK,Bachelors,"Go, Swift","React, Django",1001-5000,125706
35,USA,Masters,"JavaScript, Python","Ruby on Rails, Ruby on Rails",11-50,195356
18,India,Some College,"Swift, C#","ASP.NET, Vue",11-50,79836
35,Canada,Some College,"Go, Swift","Laravel, Ruby on Rails",201-1000,140811
18,USA,Masters,"Rust, Swift","Express, ASP.NET",51-200,171044
3,India,Bachelors,"C++, Go","Angular, Laravel",1-10,24683
26,USA,Masters,"Java, Python","Express, Express",201-1000,149650
21,Australia,Bachelors,"Ruby, PHP","ASP.NET, Express",201-1000,98573
15,Brazil,Bachelors,"Java, JavaScript","Django, Django",1-10,85838
37,USA,Masters,"Java, JavaScript","Vue, Spring",51-200,187940
40,Australia,Bachelors,"Python, Swift","Angular, React",1001-5000,153097
27,Singapore,Masters,"Swift, C#","Flask, Flask",5000+,172341
8,India,Some College,"C#, C#","React, React",1-10,42671
16,Canada,Bachelors,"C#, C#","ASP.NET, Vue",1-10,89791
24,USA,Bachelors,"JavaScript, JavaScript","Django, Spring",1-10,172209
10,USA,Masters,"Swift, Go","Django, ASP.NET",201-1000,144276
40,UK,Masters,"Java, Ruby","Ruby on Rails, Ruby on Rails",1-10,154455
40,Brazil,Some College,"PHP, Ruby","Ruby on Rails, React",51-200,197853
40,Australia,Masters,"C++, Python","Flask, Django",5000+,224244
7,USA,Bachelors,"Ruby, JavaScript","Ruby on Rails, Django",201-1000,102414
17,USA,Bachelors,"C++, JavaScript","Spring, Django",201-1000,121541
30,Australia,Bachelors,"Go, JavaScript","Flask, Laravel",51-200,131358
16,UK,Bachelors,"Swift, Rust","Express, Flask",51-200,104959
27,USA,Bachelors,"PHP, Go","Ruby on Rails, Express",201-1000,154900
26,USA,Some College,"Go, Go","Flask, Ruby on Rails",11-50,136250
31,Germany,PhD,"Swift, C#","Express, Express",5000+,224176
40,Canada,Bachelors,"Java, PHP","ASP.NET, Express",1001-5000,148595
19,USA,Bachelors,"Swift, C#","Flask, Ruby on Rails",201-1000,140797
17,India,Masters,"Ruby, C++","Flask, Flask",1-10,72340
33,Canada,Bachelors,"Ruby, JavaScript","Django, Django",1-10,150997
18,Japan,High School,"Go, Swift","Express, Laravel",51-200,104197
12,USA,Bachelors,"Java, PHP","Ruby on Rails, Express",51-200,133665
29,USA,High School,"C#, PHP","Django, React",5000+,188141
34,India,Masters,"PHP, C#","Ruby on Rails, Express",5000+,121007
7,USA,Bachelors,"C++, Java","Vue, Django",1001-5000,90471
11,Brazil,Bachelors,"Swift, Ruby","Express, Django",5000+,92253
29,USA,Masters,"Swift, Ruby","Angular, Spring",1001-5000,164933
11,Australia,Masters,"Go, JavaScript","Express, Express",51-200,81493
7,UK,PhD,"Python, Java","Ruby on Rails, Vue",11-50,93179
19,USA,Bachelors,"Swift, Go","Flask, Angular",201-1000,175367
18,France,Bachelors,"C#, Swift","Angular, Django",11-50,92557
21,UK,Bachelors,"JavaScript, JavaScript","React, React",5000+,123024
2,UK,Bachelors,"JavaScript, C#","Angular, Laravel",1-10,72814
8,USA,Bachelors,"Python, Go","Angular, Vue",1001-5000,95736
33,USA,High School,"C++, Rust","React, Laravel",201-1000,217616
39,Canada,Bachelors,"JavaScript, C++","Vue, React",201-1000,193406
21,USA,PhD,"JavaScript, C++","Angular, Express",5000+,224716
35,USA,Bachelors,"Rust, Go","Angular, React",51-200,170226
32,USA,Bachelors,"Java, Python","Angular, Angular",201-1000,150478
28,USA,Bachelors,"C++, C++","Spring, Flask",1-10,182933
28,Canada,Bachelors,"Java, C#","ASP.NET, Ruby on Rails",11-50,143433
31,Germany,PhD,"Java, Go","Vue, Vue",5000+,183053
40,France,Bachelors,"Java, JavaScript","ASP.NET, ASP.NET",51-200,165155
0,Australia,High School,"Swift, C#","ASP.NET, Django",1001-5000,42529
18,USA,Bachelors,"JavaScript, C++","React, Ruby on Rails",11-50,148616
38,UK,Some College,"C++, Ruby","Vue, Ruby on Rails",1001-5000,170797
4,USA,Bachelors,"Swift, JavaScript","Angular, Express",201-1000,84876
19,UK,Masters,"C#, C++","ASP.NET, ASP.NET",5000+,125097
22,Canada,Bachelors,"PHP, Python","Express, Flask",51-200,131156
19,Australia,Bachelors,"C++, C#","Spring, Django",1001-5000,121539
20,France,High School,"C++, Ruby","Ruby on Rails, Flask",1-10,127621
32,Germany,Bachelors,"JavaScript, C++","Express, Express",51-200,167722
2,USA,Bachelors,"Swift, Python","Django, Flask",5000+,119907
37,USA,PhD,"Java, Python","Express, Flask",51-200,193942
16,India,PhD,"Ruby, Java","Express, Django",1001-5000,88638
24,USA,Bachelors,"JavaScript, Rust","Django, Spring",11-50,189644
23,USA,Bachelors,"C#, Java","Django, Django",201-1000,143244
15,USA,Masters,"Ruby, PHP","Ruby on Rails, Spring",1001-5000,134706
39,USA,Bachelors,"Swift, Rust","Angular, Ruby on Rails",5000+,219389
17,Australia,Bachelors,"PHP, JavaScript","ASP.NET, Vue",1001-5000,117273
27,Germany,Bachelors,"Ruby, Rust","Flask, Angular",1-10,153970
13,Germany,Bachelors,"Go, PHP","Ruby on Rails, Ruby on Rails",51-200,99594
5,Canada,Bachelors,"Go, Swift","ASP.NET, Express",201-1000,64100
29,Australia,Bachelors,"Ruby, C++","Vue, Vue",51-200,158162
23,USA,Bachelors,"Swift, Go","Spring, Vue",11-50,129838
34,USA,Masters,"Java, Python","Ruby on Rails, Ruby on Rails",5000+,253617
15,USA,Bachelors,"Rust, Ruby","Vue, ASP.NET",51-200,139987
2,India,Some College,"JavaScript, Python","React, Angular",51-200,21444
13,Germany,Bachelors,"Rust, Java","Laravel, Laravel",5000+,124557
35,USA,Some College,"Python, Go","Spring, ASP.NET",1-10,177518
13,India,Some College,"Go, Ruby","Express, Angular",201-1000,57300
14,Canada,Some College,"Ruby, Python","Django, Spring",51-200,108263
9,Singapore,Masters,"PHP, Go","Ruby on Rails, Vue",51-200,95937
22,France,Bachelors,"C#, Java","Django, Flask",1-10,121107
28,Canada,Masters,"C#, Swift","Flask, React",1-10,161669
22,Germany,Bachelors,"PHP, Rust","ASP.NET, Vue",201-1000,139795
0,India,Some College,"Swift, Swift","React, Express",1-10,14066
13,Germany,Bachelors,"Ruby, Rust","Spring, ASP.NET",1-10,94190
34,Canada,Bachelors,"C#, JavaScript","Vue, Ruby on Rails",51-200,166214
18,USA,Bachelors,"C++, JavaScript","Flask, Ruby on Rails",5000+,184752
14,Germany,Masters,"Rust, Java","Laravel, Ruby on Rails",11-50,103503
6,USA,Masters,"Ruby, C++","Django, Angular",201-1000,116455
32,India,Bachelors,"C++, Go","Laravel, Ruby on Rails",1001-5000,97968
9,Canada,Masters,"C++, Swift","Express, React",1-10,107091
38,USA,Bachelors,"C++, Ruby","React, Vue",201-1000,230436
20,Germany,Masters,"Go, Go","Ruby on Rails, ASP.NET",51-200,105481
3,USA,Bachelors,"Go, Swift","Vue, Vue",5000+,115975
13,UK,Bachelors,"Swift, Swift","Spring, ASP.NET",11-50,83721
3,USA,Masters,"Ruby, Python","React, Django",5000+,131694
23,Canada,Masters,"Rust, Java","React, Vue",1-10,152860
19,France,Bachelors,"C#, C#","Laravel, React",11-50,87587
28,India,Bachelors,"Ruby, Rust","Spring, ASP.NET",1001-5000,112521
11,Canada,Bachelors,"PHP, Rust","Spring, React",1-10,93006
34,UK,Masters,"JavaScript, PHP","Django, Ruby on Rails",1-10,139448
3,UK,Some College,"Rust, Java","Spring, Laravel",1001-5000,62851
7,USA,Some College,"JavaScript, Java","ASP.NET, Ruby on Rails",1001-5000,121984
13,USA,Bachelors,"Ruby, JavaScript","ASP.NET, Flask",1001-5000,137889
30,India,Bachelors,"Go, Rust","ASP.NET, Vue",5000+,143195
36,France,Bachelors,"Rust, Python","Angular, Spring",1-10,155102
9,Japan,Bachelors,"C++, C#","Laravel, Laravel",1-10,61703
30,USA,Masters,"JavaScript, Ruby","Spring, Flask",51-200,225273
32,USA,Bachelors,"Python, C++","Laravel, Laravel",51-200,207601
26,Germany,Bachelors,"Go, Ruby","React, ASP.NET",11-50,135716
28,USA,Bachelors,"PHP, Go","Flask, Express",51-200,200988
19,Australia,Bachelors,"Rust, Java","ASP.NET, ASP.NET",51-200,125198
36,USA,Masters,"Go, JavaScript","Angular, Laravel",201-1000,188536
21,USA,Bachelors,"Java, Java","Express, React",11-50,122499
0,Japan,PhD,"Java, Swift","Angular, Express",201-1000,81275
30,USA,Bachelors,"PHP, Ruby","Angular, Ruby on Rails",1-10,149146
20,Canada,Masters,"Swift, Rust","Flask, React",1-10,126300
34,Japan,Some College,"Go, JavaScript","Angular, ASP.NET",51-200,163800
33,Canada,Some College,"C++, Swift","Angular, Spring",51-200,186284
31,Canada,Bachelors,"C++, Python","Vue, Express",51-200,137263
22,Canada,Bachelors,"PHP, Swift","Flask, Flask",51-200,114230
1,India,Bachelors,"C++, Go","Ruby on Rails, Flask",1001-5000,15199
16,USA,Masters,"Python, Ruby","Laravel, Vue",11-50,142407
6,Brazil,Some College,"Go, Java","Flask, Vue",51-200,67765
21,USA,Bachelors,"Go, Python","Express, Laravel",11-50,141564
11,Singapore,Bachelors,"C#, Java","Spring, Vue",11-50,68235
25,USA,Bachelors,"JavaScript, C++","Laravel, ASP.NET",1001-5000,190898
6,UK,Bachelors,"PHP, Python","Angular, Spring",1-10,76813
19,Canada,Masters,"Python, C#","Angular, Express",5000+,134144
33,USA,High School,"Swift, Rust","Laravel, Ruby on Rails",201-1000,226681
10,USA,Masters,"PHP, C#","Spring, Spring",5000+,166885
17,India,Bachelors,"Swift, Python","Express, Flask",51-200,75222
3,Australia,Bachelors,"C#, Rust","Express, Ruby on Rails",11-50,58009
2,Japan,Masters,"Go, C#","Express, Express",1-10,70700
18,USA,Masters,"Go, Java","Angular, Laravel",201-1000,183281
16,USA,Bachelors,"PHP, Swift","React, Ruby on Rails",1-10,120711
40,France,Bachelors,"C++, Rust","ASP.NET, Ruby on Rails",1-10,137831
31,Canada,Bachelors,"Python, Rust","Express, React",1001-5000,173474
30,Australia,Bachelors,"Go, JavaScript","React, Express",5000+,160577
21,Canada,Bachelors,"JavaScript, Swift","React, Vue",5000+,137694
14,USA,Some College,"Ruby, Python","ASP.NET, Flask",51-200,134339
18,USA,Masters,"C#, Ruby","Laravel, Angular",11-50,134753
15,USA,Bachelors,"Java, Swift","Express, Laravel",201-1000,139333
1,USA,High School,"Ruby, Python","Angular, React",201-1000,94471
37,USA,Masters,"Ruby, PHP","Vue, ASP.NET",1001-5000,194729
10,Australia,Masters,"Python, PHP","ASP.NET, Spring",5000+,116583
6,UK,Bachelors,"Rust, Ruby","Spring, Flask",1-10,64336
35,USA,Some College,"Python, Go","Spring, Angular",1-10,161697
15,USA,Bachelors,"C#, Java","Vue, Angular",51-200,135026
18,USA,Some College,"Go, Ruby","ASP.NET, React",5000+,157110
6,India,Bachelors,"Go, C++","ASP.NET, React",1001-5000,36598
19,USA,Masters,"PHP, Python","Vue, React",11-50,157604
4,USA,Bachelors,"Rust, Swift","ASP.NET, Laravel",51-200,117985
25,Australia,Bachelors,"JavaScript, Swift","Laravel, Vue",1-10,140801
32,Australia,Some College,"C#, Swift","Angular, Laravel",51-200,172460
16,Germany,Masters,"C#, Rust","React, Vue",1-10,97298
14,USA,Bachelors,"Rust, C#","Django, Django",201-1000,143002
15,UK,Some College,"C++, Swift","Vue, Express",1-10,89354
8,France,Masters,"Python, Java","Ruby on Rails, Ruby on Rails",1001-5000,97715
24,USA,Bachelors,"Swift, Python","Express, Spring",11-50,144757
36,Japan,Masters,"Go, C#","Ruby on Rails, Spring",1001-5000,163909
5,USA,Masters,"C#, Go","Ruby on Rails, Laravel",11-50,120058
32,USA,Bachelors,"Go, PHP","React, Flask",1-10,175460
38,USA,Some College,"Ruby, Java","Vue, Angular",51-200,171587
30,USA,Bachelors,"JavaScript, C++","Spring, React",51-200,215866
36,USA,Bachelors,"Swift, Go","Angular, Spring",5000+,189787
34,Singapore,Bachelors,"C++, Ruby","React, Vue",51-200,179778
27,USA,Bachelors,"JavaScript, Java","Spring, ASP.NET",201-1000,198697
2,India,Masters,"C#, Ruby","Express, Django",51-200,35564
6,USA,Masters,"Swift, Go","ASP.NET, Express",1-10,96056
9,USA,Masters,"C++, C#","Laravel, Angular",1-10,108654
26,Germany,Some College,"PHP, JavaScript","Flask, Ruby on Rails",1-10,160017
40,Germany,Masters,"JavaScript, C++","Spring, Angular",201-1000,178924
0,USA,Bachelors,"Swift, Python","Ruby on Rails, Django",201-1000,85531
18,Australia,Bachelors,"Rust, Go","React, Vue",5000+,95364
9,Canada,Bachelors,"JavaScript, JavaScript","Vue, React",1-10,84792
